,Training,Noise,Training Error,Testing Error,Time Count,Weight,Bias,Objective Function,Standard Deviation
0,80,0,0.0,0.0,0.00043999999999755346,[[0.18448828 0.19271328]],-2.220947536387624,0.03558716680654733,0.4
0,80,0,0.0,0.0,0.0005470000000045161,[[-0.55949419  0.39367224]],0.869281934864198,0.2340057899935509,0.0001
0,80,0,0.0,0.0,0.0005740000000002965,[[-0.6430577   0.46788619]],0.9744466673070411,0.31622034513020025,0.1
0,80,0,0.0,0.0,0.00043099999999896,[[-0.91194535  0.7429709 ]],1.1866163446429159,0.6918250382262268,0.3
0,80,0,0.0,0.0,0.00046200000000595765,[[-0.96047153  0.87108205]],0.9751749038696278,0.8406447458268183,0.4
0,80,0,0.0,0.0,0.00041499999999672355,[[-0.14156367  0.25520599]],-0.15750779714937369,0.04258518603026559,0.0001
0,80,0,0.0,0.0,0.0005129999999979873,[[-0.15972789  0.2713244 ]],-0.11781993464510442,0.04956496476409932,0.1
0,80,0,0.0,0.0,0.0005159999999975184,[[-0.20970083  0.30811603]],0.01790807963867741,0.06945496337437325,0.3
0,80,0,0.0,0.0,0.00041500000000382897,[[-0.24458789  0.3283948 ]],0.13157621700269995,0.08383319193079042,0.4
0,80,0,0.0,0.0,0.00044499999999914053,[[-0.16874277  0.16322499]],0.34630939699296204,0.027558259823077504,0.0001
0,80,0,0.0,0.0,0.0006829999999951042,[[-0.1828595   0.16901094]],0.41234108047675855,0.031001147217110094,0.1
0,80,0,0.0,0.0,0.0003990000000015925,[[-0.21785545  0.1802943 ]],0.589051873705537,0.03998351536792677,0.3
0,80,0,0.0,0.0,0.0005150000000000432,[[-0.23966306  0.18526018]],0.7078903687896855,0.04587985669642694,0.4
0,80,0,0.0,0.0,0.00043000000000148475,[[-0.39740708 -0.21200705]],3.554436434415816,0.10143968772503235,0.0001
0,80,0,0.0,0.0,0.0004390000000000782,[[-0.44940066 -0.23551603]],3.9795919677463734,0.12871437627714352,0.1
0,80,0,0.0,0.0,0.0006260000000040122,[[-0.6081865  -0.30182139]],5.258263061025243,0.2304934888988902,0.3
0,80,0,0.0,0.0,0.00043099999999896,[[-0.73802823 -0.35006507]],6.2821067310880725,0.3336156095047708,0.4
0,80,0,0.0,0.0,0.0005590000000026407,[[-0.59268707  0.39054829]],0.07173008580684526,0.2519029628376521,0.0001
0,80,0,0.0,0.0,0.0005080000000035056,[[-0.69715841  0.44854634]],0.12101466847512887,0.3436118374646513,0.1
0,80,0,0.0,0.0,0.0005570000000005848,[[-1.05532556  0.66602076]],0.20823277499629214,0.7786478408516838,0.3
0,80,0,0.0,0.0,0.00044500000000624595,[[-1.35373734  0.77020098]],0.6948512421470012,1.2129071712877728,0.4
0,80,0,0.0,0.0,0.0006920000000008031,[[ 0.11420932 -0.21310135]],0.9642620306972548,0.02922797632820525,0.0001
0,80,0,0.0,0.0,0.0005900000000025329,[[ 0.11990645 -0.2245297 ]],1.0234546075651523,0.03239557041924025,0.1
0,80,0,0.0,0.0,0.0007159999999970523,[[ 0.13320709 -0.25151359]],1.1639091114886986,0.04050160748048158,0.3
0,80,0,0.0,0.0,0.0006200000000049499,[[ 0.14102174 -0.26758936]],1.2480405391451472,0.04574559847905021,0.4
0,80,0,0.0,0.0,0.00042099999999578586,[[-0.53916886 -0.23796134]],5.099839286156439,0.17366432786997535,0.0001
0,80,0,0.0,0.0,0.0006759999999985666,[[-0.59876453 -0.29065898]],5.7349740630054695,0.22150079912723122,0.1
0,80,0,0.0,0.0,0.000438000000002603,[[-0.80702142 -0.38969688]],7.727976490715755,0.4015736177143779,0.3
0,80,0,0.0,0.0,0.0005419999999958236,[[-0.97617549 -0.47137234]],9.350137147552545,0.5875552373467915,0.4
0,80,0,0.0,0.0,0.000628999999996438,[[0.58202708 0.14441143]],-1.8411262423612023,0.17980509066588443,0.0001
0,80,0,0.0,0.0,0.0006279999999989627,[[0.68510461 0.14963961]],-2.0870917905256405,0.2458801704440104,0.1
0,80,0,0.0,0.0,0.00041900000000083537,[[1.04691601 0.12200678]],-2.8172780150798262,0.5554593934533663,0.3
0,80,0,0.0,0.0,0.00044900000000325235,[[1.39157325 0.13905666]],-3.626521068268962,0.9779064347452227,0.4
0,80,0,0.0,0.0,0.0004800000000031446,[[ 0.16554607 -0.47478311]],0.5379271132938006,0.1264122507813241,0.0001
0,80,0,0.0,0.0,0.0006489999999956808,[[ 0.1687302 -0.5298148]],0.668661299964342,0.15458680194046764,0.1
0,80,0,0.0,0.0,0.0004670000000004393,[[ 0.16175026 -0.68369932]],1.1122692564907148,0.24680395738580949,0.3
0,80,0,0.0,0.0,0.00045699999999726515,[[ 0.14214954 -0.79365104]],1.5007786072802316,0.3250442355664615,0.4
0,80,0,0.0,0.0,0.000522999999994056,[[-1.31389907 -1.69606749]],13.818130036677196,2.301487854667937,0.0001
0,80,0,0.0,0.0,0.0007179999999991082,[[-1.68927805 -2.42359249]],18.024532318115234,4.3637304360443,0.1
0,80,0,0.07499999999999996,0.050000000000000044,0.0005219999999965808,[[-1.81151301 -2.62033936]],19.282317366006154,5.073878877110186,0.3
0,80,0,0.13749999999999996,0.050000000000000044,0.0008310000000051332,[[-1.75843047 -2.47705274]],18.56775799796838,4.613934012854154,0.4
0,80,0,0.0,0.0,0.0005090000000009809,[[0.01941972 0.41682408]],-1.8376964758239427,0.08705971823984154,0.0001
0,80,0,0.0,0.0,0.0006389999999996121,[[0.01403838 0.4519379 ]],-1.979331930952088,0.10222247237723549,0.1
0,80,0,0.0,0.0,0.0004879999999971574,[[-0.00502926  0.5423575 ]],-2.3270189819759155,0.14708847665327657,0.3
0,80,0,0.0,0.0,0.0005059999999943443,[[-0.02173226  0.60155732]],-2.5409179837608047,0.181171750618825,0.4
0,80,0,0.0,0.0,0.00045500000000231466,[[0.10161045 0.61172599]],-2.947217609535125,0.1922666879023045,0.0001
0,80,0,0.0,0.0,0.00041299999999466763,[[0.10861211 0.69180203]],-3.2707468125925345,0.24519332204571573,0.1
0,80,0,0.0,0.0,0.0005610000000046966,[[0.12117444 0.93654828]],-4.19189637219943,0.4459029601925366,0.3
0,80,0,0.0,0.0,0.0006729999999990355,[[0.12160318 1.1365607 ]],-4.869331642266268,0.6532787804991612,0.4
0,80,0,0.0,0.0,0.00044399999999455986,[[ 0.24397829 -0.02333913]],-0.968199397313987,0.030035059829936647,0.0001
0,80,0,0.0,0.0,0.0006290000000035434,[[ 0.25815314 -0.02455214]],-1.0335991925285688,0.03362292476910156,0.1
0,80,0,0.0,0.0,0.0004249999999998977,[[ 0.29210868 -0.02739652]],-1.190460006301933,0.04303902467937738,0.3
0,80,0,0.0,0.0,0.0004520000000027835,[[ 0.31267152 -0.02907559]],-1.285637814928702,0.04930443337621071,0.4
0,80,0,0.0,0.0,0.00044499999999914053,[[-0.37112952  0.09495776]],0.679525188707057,0.07337704656763824,0.0001
0,80,0,0.0,0.0,0.00045300000000025875,[[-0.40036007  0.10940215]],0.7029645364702191,0.0861285058058262,0.1
0,80,0,0.0,0.0,0.0004179999999962547,[[-0.47404215  0.15131094]],0.7342045745169424,0.12380547800955573,0.3
0,80,0,0.0,0.0,0.0005090000000009809,[[-0.52096406  0.18255441]],0.7310090280155102,0.15236483177413399,0.4
0,80,0,0.0,0.0,0.0004059999999981301,[[ 0.71441631 -0.386876  ]],-1.514374114527394,0.3300318548657394,0.0001
0,80,0,0.0,0.0,0.0007420000000024629,[[ 0.89225507 -0.46044091]],-1.947027455870574,0.5040624696169049,0.1
0,80,0,0.0,0.0,0.0003949999999974807,[[ 1.32308772 -0.8097386 ]],-2.141040176174032,1.2031188595188629,0.3
0,80,0,0.0,0.0,0.0004259999999973729,[[ 1.51886958 -1.18624044]],-1.1332807870716604,1.8570655905356004,0.4
0,80,0,0.0,0.0,0.0007820000000009486,[[0.55596661 1.14672673]],-2.5758069741453893,0.8120405274162563,0.0001
0,80,0,0.0,0.0,0.0004479999999986717,[[0.63986797 1.52907319]],-3.128934361160178,1.3737479173525946,0.1
0,80,0,0.0,0.0,0.00041300000000177306,[[1.09044567 2.15130023]],-4.72774338722229,2.9085822300979416,0.3
0,80,0,0.025000000000000022,0.0,0.00042299999999784177,[[1.19196096 2.12630622]],-5.060004463161396,2.9709745396325804,0.4
0,80,0,0.0,0.0,0.0005869999999958964,[[0.12226198 0.31998999]],-1.616437009096603,0.05867079350282989,0.0001
0,80,0,0.0,0.0,0.00048300000000267573,[[0.1317962  0.34739477]],-1.7614214985266412,0.06902668237051787,0.1
0,80,0,0.0,0.0,0.0005500000000040473,[[0.15608145 0.41920232]],-2.1390635196802332,0.10004600108143585,0.3
0,80,0,0.0,0.0,0.00037100000000123146,[[0.17186143 0.46749862]],-2.391364966330025,0.1240456570777976,0.4
0,80,0,0.0,0.0,0.00047900000000566934,[[ 0.09411169 -0.35433588]],1.5295072167486772,0.06720546466532681,0.0001
0,80,0,0.0,0.0,0.0004369999999980223,[[ 0.09960796 -0.38461593]],1.6608233473771312,0.07892558080679199,0.1
0,80,0,0.0,0.0,0.00037100000000123146,[[ 0.11216284 -0.46377381]],2.0152876695833872,0.11383332531366445,0.3
0,80,0,0.0,0.0,0.0006580000000013797,[[ 0.11911965 -0.5168145 ]],2.261712587955129,0.14064336102240066,0.4
0,80,0,0.0,0.0,0.0003509999999948832,[[0.59265073 0.12702359]],-2.592216148913928,0.1836849398716924,0.0001
0,80,0,0.0,0.0,0.0005899999999954275,[[0.68740398 0.15316865]],-3.0478728183001262,0.24799243499411586,0.1
0,80,0,0.0,0.0,0.00040100000000364844,[[1.00959457 0.25471282]],-4.608216896176899,0.5420799070628767,0.3
0,80,0,0.0,0.0,0.0004120000000042978,[[1.32031789 0.35585362]],-6.116070546914506,0.9349355709692386,0.4
0,80,0,0.0,0.0,0.0003889999999984184,[[ 3.27149179 -1.19086005]],-1.0573180377825016,6.060403094971535,0.0001
0,80,0,0.0,0.0,0.000453999999997734,[[ 4.22408445 -1.44730248]],-2.064570726288451,9.968786948947779,0.1
0,80,0,0.22499999999999998,0.19999999999999996,0.0006759999999985666,[[ 2.97777997 -0.48061551]],-5.769502650696678,4.5490824197643605,0.3
0,80,0,0.2875,0.25,0.0005379999999988172,[[ 1.97293671 -0.43706001]],-2.833657707550279,2.041750352841732,0.4
0,80,0,0.0,0.0,0.0003930000000025302,[[-0.57810466  0.05522454]],3.880046273219719,0.16862737568518152,0.0001
0,80,0,0.0,0.0,0.00047599999999903275,[[-0.67881233  0.10781137]],4.154003180781854,0.23620473573390666,0.1
0,80,0,0.0,0.0,0.0006509999999977367,[[-1.06424591  0.17197788]],6.422938671829279,0.5810978774875372,0.3
0,80,0,0.0,0.0,0.00040700000000271075,[[-1.4549892   0.23516766]],8.715626616985318,1.086148698169168,0.4
0,80,0,0.0,0.0,0.0005499999999969418,[[ 0.28533702 -0.08295212]],-1.2088185270303085,0.04414913379078873,0.0001
0,80,0,0.0,0.0,0.0005159999999975184,[[ 0.30346408 -0.08695071]],-1.2823502026608313,0.04982543562258024,0.1
0,80,0,0.0,0.0,0.00038999999999589363,[[ 0.34761448 -0.09607189]],-1.4643106776074473,0.06503281903805339,0.3
0,80,0,0.0,0.0,0.000385000000001412,[[ 0.37484952 -0.10126836]],-1.5786110355394654,0.07538372281124144,0.4
0,80,0,0.0,0.0,0.0004559999999997899,[[ 0.30297892 -0.22296388]],0.20242461743513873,0.07075455867899666,0.0001
0,80,0,0.0,0.0,0.00044599999999661577,[[ 0.33457402 -0.24393618]],0.21510069822247113,0.0857223156010766,0.1
0,80,0,0.0,0.0,0.0005260000000006926,[[ 0.41839032 -0.30519547]],0.2792317979441785,0.13409736750008697,0.3
0,80,0,0.0,0.0,0.00041800000000336013,[[ 0.47878074 -0.34865478]],0.32178572843428604,0.1753955761551457,0.4
0,80,0,0.0,0.0,0.0006310000000055993,[[-1.17655463  0.64430838]],3.0911118548033336,0.8997070367291524,0.0001
0,80,0,0.0,0.0,0.00041300000000177306,[[-1.63118319  0.74043683]],5.174810924419155,1.604502650212941,0.1
0,80,0,0.012499999999999956,0.0,0.000506999999998925,[[-1.91106242  0.75794351]],6.70316689058619,2.1133189603227036,0.3
0,80,0,0.03749999999999998,0.0,0.00045500000000231466,[[-2.17543293  0.7519359 ]],8.254762010533108,2.6489580224026286,0.4
0,80,0,0.0,0.0,0.00040300000000570435,[[ 0.20487755 -0.14236953]],-0.29733387207625284,0.03112194649419115,0.0001
0,80,0,0.0,0.0,0.00039799999999701186,[[ 0.2155298 -0.1483612]],-0.3233539106315506,0.034232070667674704,0.1
0,80,0,0.0,0.0,0.0007790000000014174,[[ 0.24043693 -0.16208419]],-0.3860425636126717,0.04204060066801245,0.3
0,80,0,0.0,0.0,0.0006090000000043005,[[ 0.25510581 -0.16998754]],-0.42412501719473433,0.046987369422070824,0.4
0,80,0,0.0,0.0,0.00041699999999877946,[[0.07529268 0.20374798]],-1.5627831023818248,0.023591114416958915,0.0001
0,80,0,0.0,0.0,0.000489000000001738,[[0.08180091 0.21740861]],-1.6844535472652873,0.02697894665841081,0.1
0,80,0,0.0,0.0,0.0005329999999972301,[[0.09866225 0.25101286]],-1.9894800239265167,0.036370847974861724,0.3
0,80,0,0.0,0.0,0.0004029999999985989,[[0.10981073 0.27196792]],-2.184002653164594,0.04301247433431593,0.4
0,80,0,0.0,0.0,0.0004299999999943793,[[ 0.01221967 -0.31940441]],1.577897801981348,0.0510842481465993,0.0001
0,80,0,0.0,0.0,0.0006759999999985666,[[ 0.02014765 -0.33812593]],1.6654864038641757,0.057367536795781215,0.1
0,80,0,0.0,0.0,0.0005200000000016303,[[ 0.02151801 -0.38379965]],1.9367739791691954,0.07388259693724646,0.3
0,80,0,0.0,0.0,0.0004619999999988522,[[ 0.02293433 -0.4115574 ]],2.099775400984974,0.08495273890668595,0.4
0,80,0,0.0,0.0,0.0007480000000015252,[[-0.11803815 -0.35890091]],2.3897458370106874,0.07137143429136145,0.0001
0,80,0,0.0,0.0,0.0005009999999998627,[[-0.11993805 -0.38985855]],2.530014394108164,0.08318741172358389,0.1
0,80,0,0.0,0.0,0.00038199999998767,[[-0.14730386 -0.46190046]],3.048976685394321,0.11752523236114291,0.3
0,80,0,0.0,0.0,0.0007609999999971251,[[-0.1605286  -0.51089906]],3.357289325050246,0.14339364277017277,0.4
0,80,0,0.0,0.0,0.000512000000000512,[[0.25993782 0.041264  ]],-1.40623073523561,0.03463519294401747,0.0001
0,80,0,0.0,0.0,0.0006479999999982056,[[0.27478889 0.03702383]],-1.450404088285536,0.0384398494761066,0.1
0,80,0,0.0,0.0,0.00039999999999906777,[[0.30773005 0.03881682]],-1.6331921607265485,0.048102263152984395,0.3
0,80,0,0.0,0.0,0.0003870000000034679,[[0.32712424 0.04133203]],-1.7517689575000752,0.05435930411864052,0.4
0,80,0,0.0,0.0,0.0005820000000085201,[[ 1.94941318e-04 -6.27203772e-01]],1.934795695720351,0.19669230470154883,0.0001
0,80,0,0.0,0.0,0.0007349999999917145,[[-0.03932103 -0.6980543 ]],2.36972853222384,0.24441297422164332,0.1
0,80,0,0.0,0.0,0.0004400000000117643,[[-0.05011965 -0.90254936]],3.108384631589185,0.40855366601620907,0.3
0,80,0,0.0,0.0,0.0004059999999981301,[[-0.06000103 -1.05708773]],3.6751615882694413,0.5605172942261196,0.4
0,80,0,0.0,0.0,0.00039999999999906777,[[-0.78591055 -0.07767227]],3.6449783870086367,0.3118441839935548,0.0001
0,80,0,0.0,0.0,0.0004029999999914935,[[-0.91236482 -0.06749152]],4.1057573127140055,0.41848233866110085,0.1
0,80,0,0.0,0.0,0.00047800000000108867,[[-1.33357     0.01303624]],5.312599282198405,0.8892894396026675,0.3
0,80,0,0.0,0.0,0.0005239999999986367,[[-1.40497858  0.08215845]],5.08555268716046,0.9903574157165238,0.4
0,80,0,0.0,0.0,0.0004989999999907013,[[0.17451673 0.17310769]],-2.2102721637715383,0.03021117995479671,0.0001
0,80,0,0.0,0.0,0.00048300000000267573,[[0.1785201  0.18828918]],-2.3405423080033723,0.033661120222787735,0.1
0,80,0,0.0,0.0,0.0005400000000008731,[[0.1896192  0.22066155]],-2.6450795186931875,0.04232348183477269,0.3
0,80,0,0.0,0.0,0.00041800000001046556,[[0.20172029 0.23462866]],-2.8269324699639893,0.047870841409565636,0.4
0,80,0,0.0,0.0,0.00039400000000000546,[[0.49515947 0.1971393 ]],-3.6230241439607616,0.14202340027210833,0.0001
0,80,0,0.0,0.0,0.0003990000000015925,[[0.56021252 0.19051236]],-3.8701076401152807,0.1750665102278353,0.1
0,80,0,0.0,0.0,0.0004330000000010159,[[0.72772334 0.18213756]],-4.564154810653915,0.2813776743413461,0.3
0,80,0,0.0,0.0,0.0003980000000041173,[[0.84096077 0.19390848]],-5.15394687540123,0.3724077567722323,0.4
0,80,0,0.0,0.0,0.00039599999999495594,[[0.46727545 0.10727492]],-2.9346411210595864,0.11492712908604107,0.0001
0,80,0,0.0,0.0,0.0007330000000109749,[[0.50610364 0.11980328]],-3.224598083931889,0.13524685938962516,0.1
0,80,0,0.0,0.0,0.0005639999999971224,[[0.60675557 0.15502649]],-3.994240527120023,0.19609276729996403,0.3
0,80,0,0.0,0.0,0.0004959999999982756,[[0.67349951 0.1806239 ]],-4.5193549845767516,0.2431132908356453,0.4
0,80,0,0.0,0.0,0.0005819999999943093,[[0.37310534 0.4909754 ]],-2.989564840315411,0.190132220644538,0.0001
0,80,0,0.0,0.0,0.0007489999999990005,[[0.45339964 0.60208541]],-3.614108653416717,0.2840390393914596,0.1
0,80,0,0.0,0.0,0.00040199999999401825,[[0.79493311 1.09992969]],-6.3955837913692735,0.9208819847640859,0.3
0,80,0,0.0,0.0,0.0007030000000014525,[[0.73272795 1.04674011]],-6.366473483168868,0.8162775551773562,0.4
0,80,0,0.0,0.0,0.0004300000000085902,[[-0.51647937  0.23223997]],1.0221706629179241,0.16034317047965677,0.0001
0,80,0,0.0,0.0,0.0004220000000003665,[[-0.62005242  0.24157008]],1.4781887127067646,0.2214105512167425,0.1
0,80,0,0.0,0.0,0.00038600000000599266,[[-0.98469903  0.18913527]],3.580797256553761,0.5027021623340525,0.3
0,80,0,0.0,0.0,0.0004069999999956053,[[-1.30020788  0.01591927]],6.1447163706905705,0.8453969828806354,0.4
0,80,0,0.0,0.0,0.00041699999999877946,[[-0.03304919  0.36230337]],-1.683334769685268,0.06617798978278507,0.0001
0,80,0,0.0,0.0,0.0006520000000023174,[[-0.00718537  0.4042917 ]],-1.8966865526253183,0.08175170361962435,0.1
0,80,0,0.0,0.0,0.0006050000000072941,[[-0.0016431   0.51495563]],-2.342220862647009,0.13259100289075718,0.3
0,80,0,0.0,0.0,0.00048000000001025,[[0.01379117 0.59613385]],-2.700144044412638,0.17778288185640637,0.4
0,80,0,0.0,0.0,0.00039700000000664204,[[ 0.07549388 -0.20565331]],0.46829952722574575,0.02399630446276662,0.0001
0,80,0,0.0,0.0,0.00047200000000202635,[[ 0.08248161 -0.2158325 ]],0.469640546579831,0.02669344110223278,0.1
0,80,0,0.0,0.0,0.0004020000000082291,[[ 0.1000962  -0.23919181]],0.4589773753371491,0.033615986549019344,0.3
0,80,0,0.0,0.0,0.0003919999999908441,[[ 0.11130226 -0.25260186]],0.44333667066371896,0.03809794699741227,0.4
0,80,0,0.0,0.0,0.00046000000000390173,[[-0.14395581  0.46990499]],-2.4509659438434674,0.12076698552284618,0.0001
0,80,0,0.0,0.0,0.0004619999999988522,[[-0.17052406  0.53267644]],-2.707876655114873,0.15641132129009827,0.1
0,80,0,0.0,0.0,0.0003930000000025302,[[-0.26419691  0.72543178]],-3.411751580456073,0.2980256416581694,0.3
0,80,0,0.0,0.0,0.00039200000000505497,[[-0.35569016  0.88325412]],-3.884133882048717,0.4533266643552358,0.4
0,80,0,0.0,0.0,0.0003969999999924312,[[-0.57761571 -0.38020205]],2.859458915837628,0.23909675474434863,0.0001
0,80,0,0.0,0.0,0.0004820000000052005,[[-0.68710222 -0.44797713]],3.362863423953664,0.33639648294153063,0.1
0,80,0,0.0,0.0,0.00039999999999906777,[[-1.10614905 -0.6955583 ]],5.271452327478491,0.8536835350014382,0.3
0,80,0,0.0,0.0,0.00041099999999971715,[[-1.07095772 -0.70326342]],5.320877826560028,0.8207649379024746,0.4
0,80,0,0.0,0.0,0.00046499999999127795,[[0.13311971 0.1194265 ]],-1.3920644497266397,0.01599177210144922,0.0001
0,80,0,0.0,0.0,0.0003969999999924312,[[0.13771326 0.12372371]],-1.4468734610976877,0.01713624825383945,0.1
0,80,0,0.0,0.0,0.0004080000000072914,[[0.14792629 0.13332042]],-1.568923668205617,0.019828261419182258,0.3
0,80,0,0.0,0.0,0.0004910000000108994,[[0.15362214 0.13869892]],-1.6371327949439303,0.021418576086957596,0.4
0,80,0,0.0,0.0,0.00041400000000635373,[[ 0.29537664 -0.72897341]],0.8046997758543235,0.3093248009681768,0.0001
0,80,0,0.0,0.0,0.0005649999999945976,[[ 0.36123307 -0.86914664]],0.8746292231220405,0.4429526019151273,0.1
0,80,0,0.0,0.0,0.000400999999996543,[[ 0.58555352 -1.24069805]],0.9724470899315514,0.9411022870224911,0.3
0,80,0,0.0,0.0,0.0007319999999992888,[[ 0.78763499 -1.63769793]],1.1600304286458687,1.6512116906733953,0.4
0,80,0,0.0,0.0,0.00044599999999661577,[[-0.29890293 -0.20073089]],3.2308600172862567,0.06481792629471819,0.0001
0,80,0,0.0,0.0,0.0007769999999993615,[[-0.33884576 -0.21408208]],3.5699112682309107,0.08032379415173295,0.1
0,80,0,0.0,0.0,0.000778999999994312,[[-0.45683627 -0.23976498]],4.4809425816862944,0.133093309582454,0.3
0,80,0,0.0,0.0,0.0006380000000092423,[[-0.5469586  -0.24646584]],5.091642635448546,0.17995456234371837,0.4
0,80,0,0.0,0.0,0.0006400000000041928,[[-0.3283783   0.33426831]],-1.2066453636905097,0.10978380705869835,0.0001
0,80,0,0.0,0.0,0.0005620000000021719,[[-0.36656093  0.38280506]],-1.4263349282390974,0.14045331420851576,0.1
0,80,0,0.0,0.0,0.0004310000000060654,[[-0.47569908  0.53734662]],-2.1822917734195046,0.25751550108669746,0.3
0,80,0,0.0,0.0,0.00048000000001025,[[-0.55611379  0.67039707]],-2.894948625769092,0.37934738572707566,0.4
0,80,0,0.0,0.0,0.0006470000000007303,[[-0.17044604 -1.06089459]],6.6682620411162965,0.5772745947853677,0.0001
0,80,0,0.0,0.0,0.00043200000000354066,[[-0.10558809 -1.35946794]],7.730800628662111,0.929650962498126,0.1
0,80,0,0.0,0.0,0.00043999999999755346,[[-1.51894310e-03 -2.04989196e+00]],10.587144687633593,2.1010296831741604,0.3
0,80,0,0.012499999999999956,0.0,0.0006489999999956808,[[ 0.34125179 -2.00541966]],7.894033922396216,2.06908040102977,0.4
0,80,0,0.0,0.0,0.000575999999995247,[[0.18486465 0.14850529]],-1.7061606459426861,0.028114378888129277,0.0001
0,80,0,0.0,0.0,0.0004179999999962547,[[0.19501392 0.15897054]],-1.8204647798008922,0.031651031046358524,0.1
0,80,0,0.0,0.0,0.0005840000000034706,[[0.21893191 0.18486031]],-2.0949911955767373,0.04105225901890094,0.3
0,80,0,0.0,0.0,0.0006740000000036162,[[0.23311859 0.20110221]],-2.2615953720773696,0.04739318807039049,0.4
0,80,0,0.0,0.0,0.0004029999999914935,[[ 0.33191034 -0.00310343]],-1.684356114524534,0.05508705381862219,0.0001
0,80,0,0.0,0.0,0.00041099999999971715,[[ 0.36177635 -0.00624012]],-1.8120641855115094,0.06546053287222797,0.1
0,80,0,0.0,0.0,0.0004160000000013042,[[ 0.44095772 -0.01689678]],-2.133691769777064,0.09736460434037104,0.3
0,80,0,0.0,0.0,0.0004069999999956053,[[ 0.49489005 -0.02611305]],-2.3386773773023783,0.12279902630258652,0.4
0,80,0,0.0,0.0,0.0004590000000064265,[[-0.12532747 -0.22044449]],2.1878042853897486,0.03215137339482779,0.0001
0,80,0,0.0,0.0,0.0005309999999951742,[[-0.13798262 -0.22823128]],2.323241127474552,0.03556436094061141,0.1
0,80,0,0.0,0.0,0.0004820000000052005,[[-0.16911503 -0.2437181 ]],2.633006187093465,0.04399920187037079,0.3
0,80,0,0.0,0.0,0.000438000000002603,[[-0.18401478 -0.25398571]],2.80066519417576,0.04918509168121131,0.4
0,80,0,0.0,0.0,0.00047500000000866294,[[-0.3726956   0.18450695]],0.682544851891731,0.08647241143301797,0.0001
0,80,0,0.0,0.0,0.0004900000000134241,[[-0.41946705  0.21091309]],0.7596690883807171,0.11021846819808921,0.1
0,80,0,0.0,0.0,0.0004409999999950287,[[-0.55987228  0.29488394]],0.959922627798399,0.20020675499044913,0.3
0,80,0,0.0,0.0,0.00041299999999466763,[[-0.67195863  0.36724656]],1.0843054543803499,0.29319921781872144,0.4
0,80,0,0.0,0.0,0.000598999999994021,[[ 0.13209988 -0.39369124]],0.033396783632917426,0.08622158637363976,0.0001
0,80,0,0.0,0.0,0.0004939999999891143,[[ 0.14995059 -0.4269315 ]],-0.0237198668671878,0.1023778433517884,0.1
0,80,0,0.0,0.0,0.00042799999999942884,[[ 0.18943152 -0.51763518]],-0.10856487194101154,0.15191524074327292,0.3
0,80,0,0.0,0.0,0.0004759999999919273,[[ 0.21266888 -0.58077878]],-0.13556849488720948,0.19126602264383807,0.4
